credit.policy,purpose_clean2,int.rate,installment,log.annual.inc,annual_inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
1,Credit Card,0.14,687.25,11.33,83000.00,16.05,667,2190.00,27293,86.60,0,0,0,0
1,Debt Consolidation,0.10,320.99,11.11,67000.00,3.60,712,2850.00,10157,26.20,0,1,0,0
1,Small Business,0.15,862.97,11.37,87000.00,5.79,677,4739.00,4209,75.20,2,0,0,1
1,Credit Card,0.08,250.95,10.90,54000.00,10.44,767,3449.04,0,0.00,1,0,0,0
1,All Other,0.07,87.01,10.29,29376.00,3.96,767,3930.00,1773,5.00,1,0,0,0
1,All Other,0.08,62.45,10.09,24000.00,2.40,742,2290.04,949,55.80,1,0,0,1
1,Home Improvement,0.14,851.41,11.23,75000.00,19.78,687,2399.04,12308,43.60,2,0,0,1
1,Credit Card,0.11,244.09,10.60,39975.00,12.10,687,4019.00,7914,30.80,3,2,0,0
1,Debt Consolidation,0.14,687.25,10.66,42500.00,15.70,672,3690.00,9150,96.30,0,0,0,0
1,Debt Consolidation,0.11,656.86,10.56,38556.00,14.04,702,1800.00,21777,53.70,3,0,0,0
1,All Other,0.13,537.57,11.48,97188.00,12.43,667,2580.00,4281,63.00,3,0,0,0
1,Debt Consolidation,0.10,320.99,10.13,24960.00,8.17,712,3300.00,4475,63.00,0,0,0,0
1,Debt Consolidation,0.10,386.99,11.51,100000.00,8.17,707,3839.04,25413,45.20,2,0,0,0
1,Small Business,0.08,315.12,11.58,107000.00,2.28,742,4740.00,15043,65.20,2,0,0,0
1,Major Purchase,0.11,292.91,10.16,25920.00,5.56,682,1350.04,6353,39.50,2,0,0,0
1,Debt Consolidation,0.08,125.48,9.98,21600.00,10.33,742,1920.04,3737,55.80,1,0,0,0
1,Debt Consolidation,0.09,383.45,11.14,68640.00,7.47,717,5580.04,11370,41.60,0,2,0,0
1,Debt Consolidation,0.13,523.78,10.49,36000.00,17.40,667,10380.04,18403,73.30,0,1,0,0
1,All Other,0.12,199.78,11.70,120000.00,6.81,662,2041.04,19504,77.30,0,0,0,0
1,Debt Consolidation,0.09,575.17,11.53,102000.00,16.95,747,3630.00,10463,8.20,2,0,0,0
1,Debt Consolidation,0.09,95.42,9.21,10000.00,6.72,707,3329.00,2808,51.10,3,1,0,0
1,Debt Consolidation,0.09,477.07,11.17,71000.00,6.88,742,4589.04,6297,14.50,0,0,0,0
1,All Other,0.08,345.06,11.03,62000.00,14.07,792,7867.04,33060,21.70,0,0,0,0
1,All Other,0.11,155.19,9.89,19800.00,23.03,717,2580.00,4500,13.00,0,0,0,1
1,Home Improvement,0.10,644.97,11.21,73992.00,13.28,732,1770.00,2344,9.80,1,0,0,0
1,All Other,0.07,92.80,11.01,60600.00,1.19,797,6270.04,2907,4.00,0,0,0,0
1,Debt Consolidation,0.10,306.36,10.97,58000.00,21.93,727,4593.04,26218,28.70,2,0,0,0
1,Debt Consolidation,0.12,143.53,10.00,22000.00,24.71,707,1291.04,5967,25.50,0,0,0,0
1,Credit Card,0.10,288.89,11.63,112000.00,10.36,702,6119.00,27786,85.50,2,0,1,1
1,All Other,0.09,87.88,11.63,112000.00,13.46,702,6120.00,27786,85.50,2,0,1,1
1,All Other,0.09,381.66,11.70,120000.00,4.28,722,4080.04,7335,45.80,1,1,0,0
1,Debt Consolidation,0.11,197.06,10.81,49500.00,0.00,672,2519.00,0,0.00,1,1,0,0
1,Credit Card,0.08,83.92,10.60,40000.00,16.68,737,6988.00,19210,48.30,0,0,0,0
1,Small Business,0.10,481.48,10.60,40000.00,4.05,717,2759.04,11601,85.90,3,0,0,0
1,Debt Consolidation,0.10,253.16,10.17,26000.00,6.14,697,2040.04,991,34.20,1,0,0,0
1,All Other,0.07,77.69,13.17,522000.00,2.45,762,6240.00,141287,9.40,5,1,0,0
1,All Other,0.10,97.00,11.70,120000.00,8.71,687,2311.04,199,1.10,1,1,0,0
1,All Other,0.10,259.87,11.70,120000.00,11.28,692,5018.04,63580,80.60,1,0,0,1
1,Home Improvement,0.07,124.30,11.04,62500.00,5.82,772,5430.00,773,4.80,0,0,0,0
1,Debt Consolidation,0.13,67.68,9.80,18000.00,22.00,662,1470.00,1042,37.20,3,1,0,0
1,Debt Consolidation,0.13,406.07,10.20,27000.00,7.16,662,1530.04,137,3.20,1,1,0,1
1,Credit Card,0.10,241.41,11.47,96000.00,2.69,712,4709.00,1944,47.40,0,0,1,0
1,Small Business,0.14,170.72,10.55,38000.00,20.72,662,7109.04,16613,18.30,1,1,0,1
1,Educational,0.08,293.85,9.39,12000.00,0.00,737,1139.00,0,0.00,1,0,0,0
1,Credit Card,0.13,318.09,10.82,50000.00,17.04,662,6179.00,5181,97.80,3,0,1,0
1,Major Purchase,0.09,63.79,10.09,24000.00,18.65,727,3455.04,597,14.20,2,1,0,0
1,All Other,0.07,217.52,11.00,60000.00,1.72,807,7230.00,3202,1.10,1,0,0,0
1,Credit Card,0.12,667.74,11.80,133000.00,13.42,687,3420.04,46086,92.70,0,0,0,0
1,Debt Consolidation,0.12,133.55,10.82,50000.00,8.66,662,6839.04,9380,44.10,1,0,1,1
1,Debt Consolidation,0.10,421.14,10.60,40000.00,17.01,752,4349.00,35944,56.20,2,0,0,0
1,All Other,0.14,339.94,10.81,49500.00,1.21,672,2519.00,0,0.00,0,1,0,0
1,Debt Consolidation,0.11,365.51,11.00,60000.00,14.26,702,6780.04,7973,89.60,0,0,0,0
1,Debt Consolidation,0.08,313.69,10.11,24600.00,9.95,752,5167.00,8522,21.70,1,0,0,0
1,Credit Card,0.16,876.83,11.70,120000.00,18.08,677,3330.00,62976,86.10,2,2,0,0
1,Debt Consolidation,0.14,316.99,10.31,30000.00,21.88,667,1601.04,7429,82.50,0,0,0,0
1,Small Business,0.12,701.12,10.78,48000.00,0.85,682,2579.00,639,13.60,1,0,0,1
1,Debt Consolidation,0.10,485.00,11.39,88296.00,13.73,732,5489.00,14903,35.30,0,0,0,0
1,Debt Consolidation,0.12,133.55,10.60,39996.00,9.48,662,4080.04,2923,28.40,3,0,0,0
1,Credit Card,0.08,362.39,11.58,107000.00,8.16,757,5790.00,18314,50.60,1,0,0,0
1,All Other,0.07,108.27,10.27,28800.00,0.00,777,3034.04,150,7.50,1,0,0,0
1,All Other,0.12,240.39,9.76,17280.00,4.58,662,3840.04,0,0.00,2,0,0,0
1,All Other,0.07,62.15,11.13,67992.00,9.99,767,8190.04,2475,5.40,1,1,0,0
1,All Other,0.08,66.18,9.89,19800.00,2.36,722,5790.00,1489,62.00,1,0,0,0
1,Debt Consolidation,0.11,327.82,10.63,41500.00,19.32,702,2849.00,15368,87.10,0,0,0,0
1,All Other,0.07,69.14,11.70,120000.00,7.67,762,6007.04,21521,29.50,1,0,0,1
1,Home Improvement,0.11,313.30,11.02,61200.00,14.06,702,5700.04,4781,15.50,2,0,0,1
1,Debt Consolidation,0.11,329.34,11.27,78504.00,14.03,692,4470.04,8473,27.60,3,1,1,0
1,All Other,0.12,292.97,10.73,45600.00,15.53,677,1848.00,8494,44.20,1,0,0,0
1,All Other,0.08,315.12,11.15,69600.00,14.03,762,5519.00,11333,45.50,5,0,0,0
1,Debt Consolidation,0.08,225.86,11.02,61200.00,17.00,762,5340.04,9366,40.70,4,0,0,1
1,Major Purchase,0.08,63.03,10.46,35064.00,18.96,742,2190.00,4922,30.60,0,0,0,0
1,Debt Consolidation,0.13,536.57,11.42,91200.00,10.13,677,5280.04,23129,79.80,0,1,0,1
1,Small Business,0.12,126.29,11.05,63000.00,12.50,667,3300.00,29736,80.20,3,0,0,0
1,Credit Card,0.10,192.23,11.61,110000.00,16.87,722,8519.04,67232,41.10,1,0,0,0
1,All Other,0.10,97.00,10.78,48000.00,0.00,692,5160.00,0,0.00,0,0,0,0
1,Debt Consolidation,0.09,318.93,11.25,77250.00,5.93,727,4800.00,11496,26.60,0,0,0,0
1,Credit Card,0.11,228.45,10.51,36500.00,7.76,687,2010.04,6999,65.70,0,0,0,0
1,All Other,0.12,72.78,10.58,39270.00,17.20,667,1410.00,4863,69.50,0,1,0,0
1,All Other,0.11,16.47,9.88,19500.00,3.69,667,8820.00,12229,90.60,0,0,1,0
1,All Other,0.08,124.89,10.96,57600.00,1.33,767,2485.04,2325,8.20,0,0,0,0
1,All Other,0.11,262.26,11.18,72000.00,5.12,687,1949.04,14653,95.10,0,0,0,1
1,Credit Card,0.08,236.34,11.23,75000.00,6.06,742,3149.04,4286,40.40,0,0,0,0
1,Debt Consolidation,0.12,265.87,10.71,44684.66,16.06,677,1949.04,8009,68.50,0,0,0,0
1,Debt Consolidation,0.08,101.47,10.49,36000.00,2.73,742,2550.00,2353,12.40,0,0,0,1
1,Debt Consolidation,0.08,218.55,10.82,49896.00,10.37,767,4410.00,6634,9.40,0,0,0,0
1,Debt Consolidation,0.10,38.80,10.31,30000.00,19.76,702,4529.04,0,0.00,0,0,0,0
1,Credit Card,0.11,247.00,11.18,72000.00,14.65,682,3329.00,5608,47.10,0,0,0,0
1,Debt Consolidation,0.13,673.79,10.78,48000.00,18.98,682,4830.04,13649,42.40,1,0,0,1
1,All Other,0.11,79.96,10.55,38000.00,14.84,677,4140.04,9973,33.80,0,0,0,0
1,Debt Consolidation,0.12,498.51,10.76,47000.00,17.95,677,2609.00,16502,63.00,0,0,0,0
1,Debt Consolidation,0.15,692.14,11.24,76000.00,7.11,667,3899.04,15773,95.00,0,0,0,1
1,Small Business,0.10,800.95,11.08,65000.00,2.14,777,4559.04,3326,14.30,6,0,0,0
1,Debt Consolidation,0.10,289.69,9.98,21600.00,4.83,712,1620.04,7263,39.00,0,0,0,0
1,All Other,0.08,264.71,10.55,38100.00,13.10,767,7560.04,3451,19.40,0,0,0,0
1,Debt Consolidation,0.13,117.38,10.78,48000.00,13.10,662,9659.04,16770,50.70,0,0,0,0
1,All Other,0.11,293.72,10.49,36000.00,7.93,692,2429.04,17042,75.10,0,0,0,0
1,Major Purchase,0.13,563.40,11.00,60000.00,20.06,697,4560.04,10686,49.40,0,0,0,0
1,Credit Card,0.09,318.93,12.01,165000.00,0.33,732,3600.00,45,0.40,0,0,0,0
1,All Other,0.10,230.68,10.39,32496.00,15.84,717,1800.00,3247,33.30,1,0,0,0
1,Debt Consolidation,0.15,730.04,11.23,75000.00,21.84,677,2640.04,27839,72.70,0,1,0,0
1,All Other,0.08,312.22,11.66,115500.00,2.89,807,5160.00,0,0.00,1,0,0,0
1,Major Purchase,0.08,250.95,11.00,60000.00,9.58,757,13109.00,17246,13.70,1,0,0,0
1,Debt Consolidation,0.14,514.49,10.78,48000.00,19.05,667,6209.00,14036,64.40,0,0,0,0
1,Small Business,0.10,16.25,10.17,26000.00,14.17,692,4919.04,5643,60.70,0,0,0,0
1,Debt Consolidation,0.12,372.22,10.71,45000.00,21.33,697,4710.00,17850,66.30,1,0,0,0
1,Debt Consolidation,0.10,320.38,10.92,55000.00,7.59,722,2340.04,8382,20.40,1,0,0,0
1,Small Business,0.18,504.13,11.34,84000.00,23.04,662,6690.04,24280,93.40,3,0,0,0
1,Debt Consolidation,0.12,413.51,10.49,36000.00,11.90,677,2970.00,8375,91.00,3,0,0,0
1,All Other,0.10,485.00,11.34,84000.00,19.86,742,2763.04,6437,28.60,4,0,0,0
1,Credit Card,0.12,307.66,11.03,62000.00,20.09,697,6392.04,16890,64.00,0,0,0,0
1,All Other,0.11,130.54,10.37,32000.00,0.38,682,1290.04,887,38.60,0,0,0,0
1,Debt Consolidation,0.13,370.59,10.87,52500.00,17.94,667,3269.00,17771,52.10,2,0,0,1
1,Debt Consolidation,0.13,539.03,10.67,43000.00,14.82,677,8159.04,13115,42.30,2,2,0,0
1,Major Purchase,0.08,312.22,10.09,24000.00,0.00,787,3809.04,5028,12.10,0,0,0,1
1,All Other,0.11,70.17,9.31,11029.00,19.15,692,2399.04,1,0.20,2,0,1,1
1,Debt Consolidation,0.11,440.57,10.52,37200.00,12.58,702,2130.00,10251,33.00,0,0,0,0
1,All Other,0.09,175.42,10.52,37000.00,16.74,727,4590.04,6566,48.60,1,0,0,0
1,All Other,0.10,194.91,10.82,50000.00,5.06,687,4464.00,9516,63.40,1,0,0,0
1,Debt Consolidation,0.12,165.41,11.00,60000.00,0.00,672,2520.00,2126,6.40,1,0,0,0
1,Debt Consolidation,0.13,406.07,10.71,45000.00,4.67,662,2849.00,7209,38.10,1,0,0,1
1,Debt Consolidation,0.12,82.71,11.03,62000.00,19.29,677,4319.00,7180,34.40,3,0,0,1
1,Debt Consolidation,0.08,189.08,10.61,40500.00,12.50,727,2550.00,7386,42.40,0,0,0,0
1,All Other,0.07,57.23,10.46,35000.00,11.59,772,5970.04,6035,19.00,0,0,0,0
1,Small Business,0.13,338.39,11.70,120000.00,6.31,662,6150.00,28653,89.30,0,0,0,1
1,Debt Consolidation,0.12,498.51,11.51,100000.00,15.82,682,9150.00,49459,88.80,1,2,0,0
1,Credit Card,0.13,737.78,11.41,90000.00,13.04,697,5100.00,22738,30.80,0,1,0,0
1,Credit Card,0.09,306.18,11.03,62000.00,13.12,742,5250.04,24406,40.30,1,0,0,1
1,Debt Consolidation,0.10,592.70,10.34,31000.00,16.49,747,4260.04,25946,37.90,0,0,0,0
1,All Other,0.10,611.10,10.69,44000.00,9.79,732,5940.04,0,0.00,0,0,0,0
1,Debt Consolidation,0.10,461.35,11.39,88068.00,9.96,732,5250.04,4765,16.50,0,0,1,0
1,Debt Consolidation,0.16,841.76,11.23,75000.00,15.38,662,3420.04,15222,77.30,0,2,0,0
1,Small Business,0.11,244.76,11.35,85000.00,1.78,687,9480.00,8035,50.50,1,1,1,0
1,Debt Consolidation,0.10,452.67,11.23,75000.00,16.54,722,4800.00,14214,39.40,0,0,0,1
1,Debt Consolidation,0.10,649.68,11.66,115500.00,16.20,732,5129.00,23442,42.10,2,0,0,0
1,Credit Card,0.08,226.89,12.07,175000.00,15.11,742,4919.04,101443,13.70,6,0,0,0
1,Debt Consolidation,0.12,498.51,11.51,100000.00,14.32,677,4439.00,25988,98.80,1,0,0,0
1,Debt Consolidation,0.16,880.78,11.64,113000.00,24.84,682,7619.00,51039,93.80,0,1,0,1
1,Debt Consolidation,0.11,658.67,10.97,57860.00,10.14,702,5999.04,23370,70.00,1,0,0,0
1,All Other,0.12,231.57,12.21,200000.00,15.46,692,6629.00,119420,95.10,0,0,0,0
1,All Other,0.10,258.67,10.82,50000.00,8.78,702,3946.00,0,0.00,0,0,0,0
1,Debt Consolidation,0.11,157.36,10.74,46000.00,11.37,677,2729.04,15564,56.60,1,0,0,0
1,Debt Consolidation,0.12,300.48,11.35,85000.00,21.80,677,5069.00,13686,48.70,1,0,0,0
1,Home Improvement,0.11,658.67,12.83,375000.00,0.63,702,6330.04,6921,0.00,2,0,0,0
1,Debt Consolidation,0.10,129.34,10.49,36000.00,7.07,697,1560.04,4220,53.40,2,0,0,0
1,All Other,0.14,170.72,11.18,72000.00,22.57,662,2940.00,29877,75.60,2,0,0,0
1,Credit Card,0.13,101.52,10.47,35244.00,24.79,697,5569.00,21573,73.70,1,0,0,1
1,Small Business,0.11,365.51,11.29,80000.00,7.56,697,4980.04,18316,81.00,1,1,0,1
1,Small Business,0.08,337.19,10.09,24000.00,10.10,782,5400.00,1458,18.00,1,0,0,0
1,Debt Consolidation,0.09,382.72,10.60,40000.00,10.14,747,7800.04,3179,11.00,1,0,1,0
1,Debt Consolidation,0.08,403.36,11.08,65000.00,7.26,757,5580.04,4365,51.40,0,0,0,0
1,Credit Card,0.08,305.97,11.00,60000.00,9.20,797,6270.00,209,1.90,0,0,0,0
1,Debt Consolidation,0.13,676.78,10.82,50000.00,20.42,692,7710.00,12573,71.80,2,1,0,0
1,Credit Card,0.12,767.89,11.46,95000.00,16.07,702,2580.00,806,10.30,2,0,0,1
1,Debt Consolidation,0.11,491.73,10.37,32000.00,4.80,697,3480.04,4134,39.40,1,0,0,1
1,Debt Consolidation,0.12,496.22,11.10,66000.00,2.42,682,6329.04,0,0.00,1,0,0,0
1,Credit Card,0.11,228.45,11.15,69500.00,16.51,692,5009.04,22157,98.00,0,0,0,0
1,Debt Consolidation,0.11,819.54,11.41,90000.00,17.11,722,6539.00,54925,97.80,0,0,0,0
1,Credit Card,0.11,261.08,11.26,78000.00,16.75,692,4290.04,50908,37.10,0,2,0,0
1,Credit Card,0.11,81.59,11.58,107000.00,16.37,682,9960.04,16164,80.00,1,0,0,0
1,Debt Consolidation,0.11,278.22,11.61,110000.00,18.58,702,7230.00,14046,80.30,0,0,0,1
1,Debt Consolidation,0.08,312.22,10.01,22200.00,5.24,792,5010.04,4767,8.70,0,0,0,0
1,All Other,0.11,59.28,11.20,73000.00,21.01,692,2580.00,23882,89.80,0,0,0,0
1,Educational,0.08,376.43,9.90,20000.00,8.88,782,8160.04,674,2.60,1,0,0,0
1,Small Business,0.10,804.69,11.18,72000.00,8.98,757,4619.04,56842,14.40,6,0,0,0
1,Home Improvement,0.10,812.09,12.13,186063.00,1.88,727,10199.00,19948,77.00,2,0,0,0
1,Home Improvement,0.11,130.54,10.82,50000.00,15.50,687,8369.00,10979,37.20,0,2,0,0
1,Debt Consolidation,0.11,329.34,10.60,40000.00,15.93,692,3539.04,14643,76.40,0,0,0,0
1,Debt Consolidation,0.12,99.25,10.92,55200.00,12.85,682,2670.04,15680,89.60,1,0,0,0
1,Debt Consolidation,0.14,381.58,10.31,30000.00,19.52,667,4412.00,16670,71.70,0,0,0,0
1,Debt Consolidation,0.11,310.03,11.22,74600.00,8.22,697,3707.00,2624,48.60,1,0,0,0
1,Debt Consolidation,0.08,78.78,10.34,31000.00,10.61,722,7089.04,2773,10.80,1,0,0,0
1,Debt Consolidation,0.10,608.72,11.14,69000.00,11.29,767,9179.00,2279,20.70,3,0,0,0
1,Debt Consolidation,0.10,386.25,11.26,78000.00,15.74,722,4379.00,28110,31.90,0,0,0,0
1,Small Business,0.09,669.76,12.38,237000.00,2.70,792,9029.04,997,1.20,2,0,0,0
1,Debt Consolidation,0.09,478.40,10.92,55000.00,12.28,747,7380.00,2787,2.30,1,0,0,0
1,All Other,0.08,567.22,11.07,64000.00,5.25,772,3540.04,1612,12.10,4,0,0,1
1,Credit Card,0.15,346.07,11.08,65000.00,23.89,672,7260.00,10214,65.10,1,2,1,0
1,Debt Consolidation,0.14,685.99,10.78,48000.00,2.10,672,3870.04,19892,83.60,2,0,0,0
1,All Other,0.09,255.15,10.46,35000.00,1.03,727,1230.04,1834,12.80,1,0,0,0
1,Home Improvement,0.12,498.51,12.22,202000.00,17.08,682,5820.00,108397,67.30,3,0,0,0
1,Home Improvement,0.08,124.89,11.08,65000.00,9.25,757,5010.04,3348,5.30,0,0,0,0
1,All Other,0.07,217.52,10.40,33000.00,10.04,772,3630.00,983,2.10,1,0,0,0
1,All Other,0.10,241.41,11.07,64000.00,0.58,712,5430.00,603,30.10,0,1,0,0
1,Debt Consolidation,0.13,406.07,10.82,49853.00,24.22,692,6509.00,13662,60.70,0,1,0,0
1,Debt Consolidation,0.06,467.45,11.04,62500.00,15.28,687,4652.04,26044,34.50,3,0,0,0
1,Credit Card,0.10,386.25,10.13,25000.00,16.75,732,4918.04,16212,50.70,0,0,0,0
1,Debt Consolidation,0.10,257.50,10.49,36000.00,21.33,762,6300.04,8516,11.10,0,0,0,0
1,Credit Card,0.08,62.74,10.31,30000.00,3.68,732,2580.00,3953,15.90,0,0,0,0
1,Major Purchase,0.09,223.26,11.39,88000.00,13.28,727,5836.00,12672,21.00,3,3,0,0
1,Debt Consolidation,0.10,320.38,10.85,51600.00,9.60,717,1469.00,1346,23.20,2,0,0,0
1,Debt Consolidation,0.09,318.93,10.71,45000.00,4.88,732,4079.00,12425,94.20,0,0,0,0
1,Debt Consolidation,0.14,527.52,10.65,42000.00,19.71,667,2490.00,12032,87.20,3,0,1,1
1,Credit Card,0.08,327.83,10.96,57400.00,12.86,802,5490.00,14377,10.20,0,0,0,0
1,All Other,0.10,640.76,11.29,80000.00,0.22,767,8476.00,464,18.60,8,0,0,1
1,Debt Consolidation,0.12,196.84,10.48,35427.00,15.38,697,1709.04,10900,42.40,3,0,0,0
1,Debt Consolidation,0.10,42.23,10.76,47000.00,18.15,707,2309.04,7006,48.00,1,0,1,0
1,Debt Consolidation,0.10,136.00,10.78,48000.00,11.93,717,6329.04,19708,37.10,0,1,0,0
1,Debt Consolidation,0.13,182.77,11.21,74000.00,11.25,707,8100.00,30949,54.30,0,0,0,0
1,Debt Consolidation,0.10,194.91,10.55,38000.00,13.42,697,4080.00,6101,36.80,3,0,0,0
1,All Other,0.08,94.46,10.13,25000.00,1.54,727,2010.04,1235,28.70,0,0,0,0
1,Debt Consolidation,0.13,450.67,10.46,35000.00,19.71,692,3030.04,18028,88.40,1,0,0,0
1,Debt Consolidation,0.09,387.32,10.90,54000.00,11.02,742,3285.00,8828,54.80,5,0,0,0
1,Debt Consolidation,0.09,47.45,9.77,17544.00,9.37,722,5099.00,6033,31.10,1,0,0,0
1,Credit Card,0.08,201.50,10.82,50000.00,13.99,752,5040.04,64885,39.60,0,0,0,0
1,Debt Consolidation,0.13,405.72,11.31,82000.00,15.12,672,5760.04,27905,81.80,1,2,0,0
1,Debt Consolidation,0.12,336.98,11.41,90096.00,6.61,692,9570.00,14081,73.70,0,0,1,0
1,All Other,0.09,333.70,11.00,60000.00,6.02,787,10860.00,426,0.70,0,0,0,1
1,Debt Consolidation,0.14,655.00,11.29,79636.00,7.16,672,12554.04,12301,56.40,1,0,0,0
1,All Other,0.09,101.21,9.80,18000.00,14.38,722,1530.00,0,0.00,0,0,0,0
1,Small Business,0.10,533.77,9.90,20000.00,4.68,737,3408.04,2248,11.60,0,0,0,0
1,All Other,0.11,16.31,8.98,7904.04,3.04,682,6929.00,44,3.70,2,1,0,0
1,Small Business,0.10,807.62,10.52,37000.00,8.53,767,3346.00,2296,7.60,3,0,0,0
1,Debt Consolidation,0.13,347.50,11.16,70000.00,9.05,702,4530.04,16264,90.60,3,0,0,1
1,All Other,0.10,194.71,10.67,43000.00,17.47,702,3540.04,12758,40.40,0,0,0,0
1,All Other,0.08,188.02,10.78,48000.00,14.08,792,4890.04,2573,16.30,1,0,0,0
1,Debt Consolidation,0.10,237.95,11.14,69000.00,12.57,762,3420.04,15176,31.60,0,0,0,0
1,Debt Consolidation,0.10,148.61,10.65,42000.00,5.91,727,4680.00,7239,16.30,2,0,0,0
1,Credit Card,0.09,189.77,10.57,39000.00,11.20,722,2670.04,11217,52.90,3,0,0,0
1,Debt Consolidation,0.10,84.00,10.24,28000.00,14.57,702,2490.00,12979,31.00,0,0,0,0
1,All Other,0.10,192.93,12.21,200000.00,4.84,707,5760.04,21894,0.00,2,0,0,0
1,All Other,0.12,431.60,11.33,83000.00,3.92,682,3479.04,4933,15.10,2,0,0,0
1,Debt Consolidation,0.11,339.06,10.35,31400.00,4.74,722,1290.04,6206,35.30,0,0,0,0
1,Debt Consolidation,0.10,225.09,10.23,27600.00,17.78,717,1830.00,16326,48.60,2,0,0,0
1,Debt Consolidation,0.10,243.38,10.71,45000.00,5.57,707,4140.04,33,0.30,0,0,0,0
1,Debt Consolidation,0.07,24.84,10.46,35000.00,7.65,777,4620.04,19901,29.80,0,0,0,0
1,Credit Card,0.08,90.88,9.85,19000.00,6.32,737,2981.00,4385,24.00,0,0,0,0
1,Debt Consolidation,0.14,589.20,10.69,44000.00,18.52,677,4800.00,18966,70.50,2,0,0,0
1,Home Improvement,0.09,96.03,11.23,75000.00,1.49,712,6220.00,8788,39.20,0,0,1,0
1,All Other,0.11,48.91,10.65,42000.00,18.14,697,3091.04,1276,63.80,1,0,0,0
1,Debt Consolidation,0.12,200.12,10.49,36000.00,14.77,672,4830.00,22635,45.50,0,0,0,0
1,Credit Card,0.08,199.61,11.53,101400.00,0.83,777,8370.00,1715,8.20,1,0,0,0
1,Credit Card,0.08,310.24,11.53,101400.00,3.19,777,8370.00,1715,8.20,1,0,0,0
1,All Other,0.10,80.39,10.00,22000.00,22.25,737,2404.04,2574,10.50,1,0,0,0
1,Credit Card,0.08,160.57,10.99,59000.00,7.08,767,13319.04,25336,35.90,0,0,0,0
1,Debt Consolidation,0.14,343.00,10.28,29136.00,15.82,667,3539.04,18485,65.30,1,0,1,1
1,Debt Consolidation,0.09,272.09,10.82,50004.00,17.33,737,2430.04,9048,26.60,1,0,0,0
1,Credit Card,0.13,307.67,10.80,49200.00,7.37,672,7020.00,14421,83.80,0,2,0,0
1,Debt Consolidation,0.10,200.17,9.92,20400.00,18.35,742,2879.00,9121,55.40,1,0,0,0
1,All Other,0.11,260.82,12.28,215000.00,17.66,707,6630.00,120563,92.40,0,0,0,0
1,All Other,0.08,94.01,10.04,23000.00,12.05,742,1259.04,710,7.80,4,0,0,0
1,Educational,0.10,46.63,11.08,65000.00,7.74,707,3509.04,20762,48.50,2,0,0,0
1,Debt Consolidation,0.09,189.77,10.65,42328.00,10.80,732,3451.04,1839,15.60,3,0,0,0
1,Debt Consolidation,0.10,627.02,11.41,90000.00,1.95,767,3180.04,8629,17.60,0,0,0,0
1,Debt Consolidation,0.12,330.53,10.81,49600.00,8.40,687,3300.00,11735,93.90,2,0,0,0
1,All Other,0.10,584.12,11.29,80000.00,0.86,717,2092.04,5506,52.40,1,0,0,0
1,Debt Consolidation,0.12,199.20,10.98,58800.00,6.00,672,4410.00,3831,34.20,0,1,0,1
1,All Other,0.08,187.14,11.23,75000.00,2.54,802,6451.04,6094,2.80,0,0,0,0
1,Credit Card,0.10,193.83,10.60,40000.00,16.17,712,2699.04,15597,60.00,1,0,0,0
1,Small Business,0.10,807.62,11.88,144000.00,3.84,762,4725.00,52214,8.70,8,0,0,0
1,Small Business,0.10,644.71,10.17,26000.00,9.14,762,6752.04,507,3.50,0,0,0,1
1,Debt Consolidation,0.11,195.61,10.39,32388.00,11.12,687,4079.00,0,0.00,1,0,0,0
1,Debt Consolidation,0.11,163.77,10.53,37500.00,5.73,682,3299.00,4760,60.30,0,0,0,0
1,All Other,0.14,856.63,11.10,66000.00,22.45,707,2092.04,25160,32.80,2,0,0,1
1,Debt Consolidation,0.11,327.53,10.31,30000.00,13.40,707,3359.00,10837,83.40,1,0,0,1
1,Small Business,0.08,313.37,11.65,115000.00,12.00,777,5941.00,90335,53.50,3,0,0,0
1,Small Business,0.10,128.62,11.05,63000.00,2.70,712,6810.04,4010,8.10,0,0,0,0
1,Debt Consolidation,0.13,167.54,10.13,25000.00,4.56,667,4799.00,3389,47.10,2,0,1,0
1,Debt Consolidation,0.11,501.73,11.23,75000.00,15.14,707,6030.04,39702,84.50,0,0,0,0
1,Home Improvement,0.09,544.17,11.00,60000.00,0.60,762,3390.04,653,3.20,2,0,0,0
1,Debt Consolidation,0.08,188.02,11.00,60000.00,9.82,762,6419.04,5274,45.90,1,0,0,0
1,Debt Consolidation,0.12,90.07,10.86,52000.00,14.45,677,2609.00,11788,24.70,3,0,0,0
1,Debt Consolidation,0.07,93.14,9.77,17573.00,12.70,772,6149.00,122,3.70,0,0,0,0
1,Debt Consolidation,0.15,348.87,10.92,54996.00,13.16,662,7979.00,22122,78.70,2,0,0,0
1,Small Business,0.08,155.95,10.24,28000.00,0.43,792,2267.00,103,1.50,0,0,0,0
1,Educational,0.10,347.27,11.32,82600.00,11.89,722,8669.04,8866,24.30,1,0,1,0
1,Small Business,0.11,493.50,11.51,100000.00,2.32,697,5970.04,4929,33.50,1,1,0,0
1,All Other,0.10,80.39,10.49,36000.00,0.50,702,1680.04,11794,59.30,0,0,0,0
1,Small Business,0.13,507.36,10.65,42000.00,23.29,717,5220.04,462,11.30,2,0,1,0
